generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.140000,11.980000,0.263773,0.145429,0.428410
500,42.720000,12.700000,0.135433,0.115433,0.485462
1000,36.160000,12.740000,0.075353,0.106577,0.499018
1500,31.120000,12.460000,0.051364,0.111204,0.496789
2000,37.040000,12.840000,0.028037,0.104179,0.513080
2500,43.000000,12.140000,0.026359,0.103708,0.491968
3000,30.340000,12.980000,0.021572,0.092928,0.524584
3500,42.500000,12.420000,0.012882,0.098915,0.495893
4000,41.780000,12.260000,0.006525,0.108130,0.494941
4500,39.840000,12.180000,0.003284,0.110291,0.490883
5000,38.160000,13.040000,0.003067,0.093047,0.520540
