generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.500000,11.720000,0.232082,0.135341,0.421192
500,36.580000,12.400000,0.135484,0.118607,0.479562
1000,38.020000,12.380000,0.084006,0.118123,0.487500
1500,38.500000,12.500000,0.041600,0.111971,0.500615
2000,35.440000,12.180000,0.026273,0.110535,0.485335
2500,34.800000,12.440000,0.016077,0.110577,0.498992
3000,40.100000,12.580000,0.012719,0.095243,0.508269
3500,35.720000,12.400000,0.006452,0.081764,0.511189
4000,35.720000,12.440000,0.006431,0.105470,0.502063
4500,40.080000,12.340000,0.006483,0.086594,0.503608
5000,43.160000,12.180000,0.003284,0.096744,0.496926
