generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.780000,11.740000,0.265758,0.137675,0.408081
500,40.800000,13.140000,0.136986,0.115023,0.499452
1000,40.260000,13.040000,0.082822,0.111158,0.510417
1500,39.020000,12.980000,0.043143,0.103220,0.518786
2000,40.540000,12.120000,0.023102,0.098009,0.493171
2500,41.800000,11.820000,0.013536,0.111435,0.474937
3000,36.760000,12.100000,0.003306,0.100817,0.494802
3500,35.800000,11.900000,0.000000,0.103524,0.474844
4000,41.340000,11.880000,0.000000,0.106545,0.485779
4500,35.120000,12.080000,0.000000,0.083361,0.509237
5000,42.180000,12.200000,0.000000,0.108515,0.494360
