generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.720000,11.760000,0.200680,0.135243,0.429779
500,41.640000,13.020000,0.098310,0.107153,0.505728
1000,41.140000,13.120000,0.057927,0.101368,0.526798
1500,44.780000,12.820000,0.037441,0.096039,0.511478
2000,37.100000,12.700000,0.022047,0.091216,0.511958
2500,43.600000,12.140000,0.013180,0.104591,0.495969
3000,38.860000,11.820000,0.006768,0.104771,0.478219
3500,37.420000,12.080000,0.003311,0.092959,0.498011
4000,39.320000,12.360000,0.003236,0.098204,0.503403
4500,39.480000,12.360000,0.003236,0.086814,0.503353
5000,45.740000,12.820000,0.000000,0.092938,0.521861
