generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.980000,11.860000,0.232715,0.136535,0.421748
500,41.500000,13.180000,0.148710,0.114663,0.498633
1000,36.740000,12.960000,0.108025,0.099595,0.504624
1500,43.500000,12.360000,0.071197,0.111527,0.479275
2000,34.940000,12.260000,0.035889,0.091576,0.503196
2500,43.840000,12.520000,0.031949,0.092832,0.505553
3000,38.060000,12.140000,0.013180,0.095099,0.494938
3500,40.800000,12.460000,0.006421,0.107125,0.510423
4000,36.500000,12.280000,0.003257,0.105618,0.493503
4500,37.460000,12.480000,0.003205,0.107052,0.509486
5000,36.120000,11.940000,0.003350,0.106051,0.483488
