generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.500000,12.560000,0.296178,0.141260,0.444941
500,37.500000,13.740000,0.151383,0.111500,0.517973
1000,40.780000,13.200000,0.096970,0.106481,0.512167
1500,35.720000,12.440000,0.054662,0.105674,0.492989
2000,37.200000,12.560000,0.031847,0.101021,0.504274
2500,40.060000,12.280000,0.026059,0.080668,0.494940
3000,38.220000,12.080000,0.013245,0.107538,0.496389
3500,46.580000,12.160000,0.009868,0.106598,0.489215
4000,37.740000,12.240000,0.009804,0.101482,0.495989
4500,39.700000,12.120000,0.009901,0.100439,0.482661
5000,33.600000,12.300000,0.003252,0.101221,0.499492
