generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.180000,11.000000,0.200000,0.145694,0.406114
500,35.540000,12.400000,0.116129,0.120745,0.472952
1000,36.380000,12.220000,0.065466,0.110614,0.477796
1500,41.260000,12.180000,0.045977,0.098146,0.485088
2000,37.900000,12.200000,0.022951,0.097303,0.489344
2500,37.380000,12.000000,0.010000,0.099774,0.487481
3000,42.000000,12.600000,0.003175,0.095421,0.512304
3500,38.440000,12.180000,0.003284,0.099574,0.492131
4000,40.940000,12.420000,0.003221,0.100880,0.508037
4500,45.760000,11.900000,0.003361,0.104042,0.491236
5000,34.240000,12.140000,0.003295,0.102393,0.500589
