generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.700000,11.760000,0.244898,0.138393,0.405264
500,35.600000,12.560000,0.156051,0.124864,0.473117
1000,38.980000,12.420000,0.096618,0.104739,0.487861
1500,45.460000,12.300000,0.071545,0.107600,0.483484
2000,42.160000,12.820000,0.037441,0.107577,0.516887
2500,38.820000,12.660000,0.028436,0.102003,0.506898
3000,41.640000,12.480000,0.019231,0.088431,0.506538
3500,38.420000,11.860000,0.013491,0.109126,0.480672
4000,40.900000,11.940000,0.006700,0.098419,0.484610
4500,33.940000,11.740000,0.006814,0.110349,0.484934
5000,35.940000,12.000000,0.003333,0.102547,0.485869
