generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.820000,11.260000,0.227353,0.143656,0.403959
500,42.120000,12.580000,0.120827,0.113817,0.483969
1000,39.460000,12.280000,0.071661,0.104536,0.472450
1500,38.000000,12.040000,0.036545,0.113554,0.490136
2000,38.600000,11.860000,0.020236,0.079237,0.475783
2500,39.100000,12.220000,0.013093,0.104099,0.488377
3000,42.420000,12.260000,0.009788,0.097323,0.496566
3500,43.360000,12.140000,0.003295,0.104854,0.494441
4000,38.140000,12.040000,0.000000,0.106741,0.482746
4500,41.260000,11.760000,0.000000,0.108402,0.472306
5000,42.600000,11.800000,0.000000,0.117103,0.474442
