generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.620000,11.860000,0.229342,0.139616,0.422806
500,38.500000,12.520000,0.146965,0.110411,0.480506
1000,42.780000,12.960000,0.086420,0.104410,0.502896
1500,41.000000,13.000000,0.052308,0.103828,0.518954
2000,45.340000,12.160000,0.039474,0.114578,0.475301
2500,44.480000,11.940000,0.026801,0.101506,0.479665
3000,39.660000,12.520000,0.015974,0.099461,0.501728
3500,39.320000,12.700000,0.009449,0.097558,0.512966
4000,40.360000,12.400000,0.003226,0.095669,0.506284
4500,46.120000,12.220000,0.003273,0.094802,0.495266
5000,38.540000,12.480000,0.000000,0.103195,0.505392
