generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.760000,12.120000,0.264026,0.135075,0.417567
500,38.640000,12.780000,0.140845,0.117368,0.477574
1000,34.360000,12.780000,0.084507,0.110419,0.500034
1500,40.040000,11.860000,0.050590,0.110492,0.466928
2000,39.000000,12.260000,0.022838,0.114674,0.500035
2500,42.620000,11.980000,0.016694,0.114983,0.486733
3000,40.920000,11.900000,0.010084,0.103116,0.485259
3500,37.600000,11.820000,0.006768,0.114142,0.478424
4000,39.020000,11.580000,0.003454,0.103721,0.477768
4500,37.060000,11.980000,0.000000,0.104382,0.483629
5000,37.840000,11.840000,0.000000,0.100380,0.484642
