generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.960000,12.080000,0.205298,0.133903,0.446483
500,35.860000,13.660000,0.128843,0.112579,0.514178
1000,35.780000,13.260000,0.084465,0.110943,0.533095
1500,34.180000,13.000000,0.043077,0.102292,0.524650
2000,35.620000,13.200000,0.033333,0.094078,0.529102
2500,38.060000,12.780000,0.025039,0.108521,0.511114
3000,44.960000,12.200000,0.016393,0.105073,0.492815
3500,32.420000,12.160000,0.016447,0.094909,0.494676
4000,42.240000,12.760000,0.012539,0.093806,0.510650
4500,44.420000,12.600000,0.003175,0.084952,0.531835
5000,35.860000,12.800000,0.003125,0.094996,0.519685
