generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.400000,12.200000,0.245902,0.132424,0.432097
500,32.320000,12.560000,0.105096,0.118099,0.482621
1000,37.420000,12.520000,0.067093,0.120228,0.493897
1500,43.140000,12.220000,0.032733,0.110638,0.487580
2000,43.780000,12.460000,0.016051,0.104809,0.501304
2500,39.740000,11.980000,0.013356,0.103560,0.474062
3000,43.360000,12.000000,0.010000,0.114042,0.480992
3500,42.200000,12.280000,0.009772,0.096323,0.494801
4000,37.960000,12.060000,0.006633,0.107338,0.487159
4500,32.940000,11.720000,0.006826,0.110477,0.474936
5000,39.020000,12.000000,0.003333,0.111624,0.485767
