generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.020000,11.600000,0.224138,0.136598,0.416939
500,36.440000,13.180000,0.124431,0.111757,0.507110
1000,40.520000,12.820000,0.071763,0.112899,0.512625
1500,35.480000,12.740000,0.059655,0.105094,0.506273
2000,37.420000,13.400000,0.023881,0.095128,0.542979
2500,32.420000,12.400000,0.012903,0.099079,0.504807
3000,38.160000,12.300000,0.006504,0.106634,0.507624
3500,38.460000,12.160000,0.006579,0.105338,0.499861
4000,36.280000,11.560000,0.003460,0.113189,0.467011
4500,32.720000,12.060000,0.003317,0.107529,0.485732
5000,37.300000,12.160000,0.003289,0.101652,0.497537
