generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.100000,11.340000,0.236332,0.142255,0.416641
500,32.840000,12.440000,0.141479,0.120689,0.475914
1000,43.260000,12.400000,0.090323,0.102646,0.483899
1500,33.380000,12.420000,0.045089,0.119023,0.504636
2000,44.020000,13.040000,0.039877,0.102167,0.519802
2500,35.560000,12.140000,0.019769,0.104306,0.491524
3000,37.500000,12.000000,0.010000,0.110449,0.483153
3500,40.580000,12.660000,0.009479,0.098203,0.508889
4000,43.520000,12.320000,0.003247,0.103631,0.499119
4500,37.940000,12.520000,0.003195,0.099696,0.515707
5000,39.600000,12.740000,0.003140,0.094863,0.514626
