generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.080000,11.560000,0.242215,0.135123,0.420352
500,38.340000,12.720000,0.141509,0.119896,0.479630
1000,34.820000,13.260000,0.090498,0.111258,0.514615
1500,46.280000,12.800000,0.050000,0.109208,0.517648
2000,45.860000,12.680000,0.025237,0.088834,0.520655
2500,37.480000,12.860000,0.018663,0.102366,0.510824
3000,39.420000,12.940000,0.012365,0.098453,0.517222
3500,42.540000,12.700000,0.009449,0.098839,0.511215
4000,34.100000,12.440000,0.009646,0.099252,0.502629
4500,36.280000,12.080000,0.009934,0.111447,0.490609
5000,34.980000,12.420000,0.009662,0.097360,0.498757
