generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.580000,11.400000,0.217544,0.145572,0.415212
500,40.640000,12.880000,0.121118,0.107793,0.498227
1000,38.480000,12.720000,0.066038,0.111499,0.509636
1500,43.600000,12.740000,0.050235,0.097710,0.502156
2000,37.800000,12.120000,0.016502,0.099240,0.498875
2500,39.560000,12.040000,0.006645,0.095959,0.489172
3000,43.280000,12.260000,0.006525,0.104720,0.498530
3500,45.920000,12.060000,0.000000,0.105341,0.498597
4000,37.400000,12.440000,0.000000,0.097832,0.500231
4500,44.160000,12.060000,0.000000,0.106261,0.498460
5000,36.300000,12.180000,0.000000,0.110775,0.491172
