generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.380000,11.960000,0.237458,0.142788,0.435848
500,39.020000,13.520000,0.144970,0.107355,0.509272
1000,37.980000,12.640000,0.085443,0.115689,0.496717
1500,33.580000,12.580000,0.057234,0.106506,0.501262
2000,38.940000,12.900000,0.034109,0.095130,0.519759
2500,37.560000,12.320000,0.029221,0.110283,0.501072
3000,36.940000,12.360000,0.019417,0.110906,0.497001
3500,43.160000,12.200000,0.009836,0.094334,0.490697
4000,36.800000,12.520000,0.003195,0.100612,0.504372
4500,40.880000,12.060000,0.000000,0.111504,0.489904
5000,39.020000,12.760000,0.000000,0.104194,0.522642
