generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.060000,11.440000,0.244755,0.140571,0.403454
500,41.960000,12.280000,0.127036,0.115711,0.474719
1000,42.200000,12.800000,0.065625,0.106154,0.503995
1500,44.680000,12.660000,0.047393,0.113284,0.503613
2000,46.080000,12.540000,0.028708,0.109856,0.508190
2500,32.180000,12.380000,0.019386,0.110341,0.495225
3000,45.320000,12.520000,0.015974,0.106277,0.506122
3500,39.660000,12.240000,0.006536,0.097434,0.495600
4000,40.880000,12.240000,0.000000,0.107911,0.502415
4500,42.040000,12.040000,0.000000,0.107372,0.490287
5000,33.860000,12.020000,0.000000,0.103449,0.493671
