generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.240000,11.500000,0.212174,0.135332,0.414144
500,36.240000,12.460000,0.134831,0.116846,0.463922
1000,43.300000,13.520000,0.094675,0.105398,0.521103
1500,33.760000,12.960000,0.064815,0.103327,0.509747
2000,34.240000,13.080000,0.042813,0.094059,0.511696
2500,37.180000,12.420000,0.035427,0.103455,0.492568
3000,39.000000,13.120000,0.015244,0.095431,0.529465
3500,40.100000,12.460000,0.009631,0.096374,0.497097
4000,39.300000,12.000000,0.006667,0.111546,0.476386
4500,37.360000,11.740000,0.006814,0.103756,0.470500
5000,47.040000,12.020000,0.003328,0.105929,0.487106
