generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.540000,11.260000,0.241563,0.142413,0.401499
500,37.480000,12.760000,0.144201,0.116803,0.473811
1000,39.020000,12.440000,0.102894,0.115946,0.481931
1500,34.740000,13.200000,0.054545,0.092744,0.534670
2000,40.460000,12.580000,0.031797,0.106359,0.511684
2500,35.600000,12.400000,0.022581,0.110129,0.498057
3000,34.020000,12.620000,0.012678,0.101073,0.509841
3500,42.060000,12.200000,0.009836,0.106989,0.495565
4000,44.900000,12.660000,0.003160,0.104853,0.517268
4500,47.120000,11.980000,0.000000,0.097588,0.486825
5000,41.400000,12.360000,0.000000,0.103769,0.504881
