generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.700000,12.200000,0.245902,0.136712,0.439819
500,41.800000,13.000000,0.141538,0.116014,0.492089
1000,37.720000,13.520000,0.097633,0.105230,0.516001
1500,36.100000,13.340000,0.056972,0.102665,0.525888
2000,38.400000,12.520000,0.044728,0.111164,0.498566
2500,38.880000,12.300000,0.019512,0.095419,0.499382
3000,45.940000,12.020000,0.016639,0.110552,0.479255
3500,40.120000,12.200000,0.003279,0.100391,0.498035
4000,42.580000,12.720000,0.003145,0.093822,0.515767
4500,36.180000,12.900000,0.000000,0.085041,0.529347
5000,43.940000,12.380000,0.000000,0.098179,0.499598
