generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.260000,11.740000,0.228279,0.126443,0.426502
500,35.780000,12.360000,0.113269,0.116595,0.468715
1000,41.200000,12.580000,0.069952,0.101346,0.490268
1500,41.460000,12.520000,0.044728,0.111409,0.494852
2000,43.440000,13.140000,0.030441,0.090267,0.528823
2500,40.040000,13.140000,0.015221,0.095899,0.528201
3000,38.160000,12.300000,0.006504,0.103009,0.503556
3500,43.180000,12.460000,0.000000,0.104543,0.506761
4000,44.120000,12.440000,0.000000,0.107450,0.503653
4500,34.000000,12.140000,0.000000,0.109732,0.497848
5000,42.960000,12.000000,0.000000,0.101007,0.501232
