generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.800000,11.220000,0.245989,0.146991,0.394661
500,43.460000,12.560000,0.156051,0.115959,0.474178
1000,37.940000,12.580000,0.092210,0.107927,0.489006
1500,39.740000,13.120000,0.039634,0.101464,0.526897
2000,41.480000,12.580000,0.028617,0.097451,0.509236
2500,32.580000,12.740000,0.021978,0.109094,0.510469
3000,36.580000,12.600000,0.012698,0.088743,0.510779
3500,38.040000,12.720000,0.009434,0.098062,0.513892
4000,47.220000,12.740000,0.003140,0.088751,0.523762
4500,38.740000,12.040000,0.000000,0.105665,0.491533
5000,38.200000,11.960000,0.000000,0.113262,0.492035
