generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.420000,11.140000,0.229803,0.144711,0.410873
500,40.680000,12.140000,0.105437,0.124519,0.469394
1000,45.800000,12.320000,0.058442,0.110929,0.486690
1500,39.980000,11.960000,0.040134,0.118820,0.474508
2000,42.820000,12.060000,0.033167,0.120172,0.490443
2500,42.060000,12.460000,0.012841,0.101802,0.509434
3000,42.480000,12.820000,0.006240,0.091488,0.524132
3500,44.000000,12.180000,0.000000,0.091060,0.503931
4000,42.800000,12.780000,0.000000,0.107389,0.521151
4500,39.600000,12.280000,0.000000,0.096944,0.502293
5000,38.020000,12.620000,0.000000,0.093848,0.515118
