generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.580000,11.940000,0.241206,0.144012,0.421072
500,39.080000,12.780000,0.122066,0.110435,0.481668
1000,43.340000,13.340000,0.071964,0.106875,0.533842
1500,42.660000,12.980000,0.052388,0.091744,0.521764
2000,34.460000,12.780000,0.037559,0.091232,0.512100
2500,39.080000,12.780000,0.021909,0.089864,0.522005
3000,33.280000,12.280000,0.013029,0.107707,0.499691
3500,38.460000,12.180000,0.006568,0.105044,0.490046
4000,39.060000,12.180000,0.000000,0.110747,0.497481
4500,40.440000,12.400000,0.000000,0.108163,0.508071
5000,39.380000,11.780000,0.000000,0.109832,0.476950
