generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.040000,11.680000,0.222603,0.149937,0.426770
500,36.680000,13.200000,0.115152,0.113025,0.506287
1000,46.700000,12.740000,0.069074,0.110266,0.491221
1500,45.100000,13.360000,0.032934,0.088739,0.532576
2000,40.340000,12.660000,0.028436,0.106735,0.506179
2500,38.060000,12.200000,0.019672,0.111279,0.494031
3000,33.600000,12.000000,0.013333,0.114874,0.484199
3500,38.460000,12.280000,0.013029,0.106752,0.499108
4000,41.280000,12.400000,0.009677,0.106000,0.500840
4500,35.120000,11.960000,0.006689,0.096961,0.494637
5000,36.560000,11.980000,0.003339,0.106785,0.485508
