generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.180000,11.780000,0.234295,0.143681,0.419281
500,38.820000,12.900000,0.139535,0.121681,0.490754
1000,33.040000,13.340000,0.086957,0.096391,0.524794
1500,37.620000,12.740000,0.053375,0.103389,0.497464
2000,40.380000,12.280000,0.039088,0.114061,0.485250
2500,34.560000,12.520000,0.028754,0.105184,0.500101
3000,42.740000,12.400000,0.022581,0.106783,0.497120
3500,36.580000,11.760000,0.013605,0.107645,0.472569
4000,34.740000,12.200000,0.006557,0.100387,0.489864
4500,40.280000,12.660000,0.003160,0.099048,0.517730
5000,46.840000,12.340000,0.000000,0.111876,0.502797
