generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.840000,11.500000,0.264348,0.144228,0.411107
500,40.060000,13.260000,0.153846,0.122815,0.498222
1000,42.800000,13.080000,0.082569,0.095006,0.507410
1500,43.920000,12.420000,0.041868,0.100743,0.490890
2000,36.580000,11.840000,0.023649,0.114930,0.466973
2500,39.200000,12.420000,0.003221,0.100508,0.518036
3000,40.900000,12.340000,0.003241,0.109304,0.498712
3500,45.440000,12.240000,0.000000,0.107209,0.494890
4000,36.760000,12.080000,0.000000,0.101825,0.495396
4500,30.420000,12.820000,0.000000,0.081463,0.532013
5000,41.920000,12.500000,0.000000,0.092392,0.505450
