generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.180000,12.060000,0.232172,0.138780,0.428571
500,38.740000,13.180000,0.127466,0.116929,0.501818
1000,39.300000,13.500000,0.085926,0.097652,0.520393
1500,41.980000,13.020000,0.055300,0.107396,0.513651
2000,35.880000,12.520000,0.038339,0.108579,0.498816
2500,37.920000,12.100000,0.033058,0.119070,0.490783
3000,38.540000,12.420000,0.022544,0.108969,0.505987
3500,43.400000,13.060000,0.015314,0.098685,0.529883
4000,44.840000,13.280000,0.012048,0.098979,0.541388
4500,39.260000,12.740000,0.012559,0.102966,0.513852
5000,38.260000,12.940000,0.006182,0.086366,0.531265
