generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,31.060000,11.700000,0.242735,0.138744,0.417270
500,31.880000,12.560000,0.127389,0.112868,0.485538
1000,47.080000,12.200000,0.101639,0.122958,0.474731
1500,44.240000,12.420000,0.067633,0.116229,0.484981
2000,42.220000,12.400000,0.051613,0.110623,0.492381
2500,41.600000,12.380000,0.042003,0.109479,0.496259
3000,40.280000,12.540000,0.022329,0.084945,0.505043
3500,37.200000,12.580000,0.012719,0.086510,0.500654
4000,35.020000,12.640000,0.006329,0.097301,0.513664
4500,36.720000,12.100000,0.006612,0.099620,0.487609
5000,44.540000,12.540000,0.000000,0.092275,0.515713
