generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.720000,11.700000,0.276923,0.140222,0.406347
500,35.300000,12.620000,0.158479,0.127200,0.469899
1000,43.400000,13.580000,0.091311,0.101751,0.525883
1500,37.360000,12.640000,0.053797,0.109491,0.501862
2000,35.960000,11.920000,0.040268,0.109645,0.473554
2500,34.480000,12.460000,0.028892,0.112235,0.498841
3000,33.540000,12.580000,0.019078,0.086683,0.499241
3500,38.800000,12.580000,0.012719,0.103269,0.499901
4000,43.080000,12.700000,0.009449,0.096873,0.521764
4500,39.200000,13.000000,0.009231,0.090994,0.524092
5000,37.820000,12.760000,0.006270,0.095760,0.518797
