generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.400000,11.260000,0.209591,0.143399,0.410648
500,36.600000,12.740000,0.100471,0.115519,0.492787
1000,42.460000,12.660000,0.044234,0.108055,0.496860
1500,45.700000,11.880000,0.033670,0.111725,0.481950
2000,40.040000,12.040000,0.006645,0.096725,0.497403
2500,43.620000,12.860000,0.003110,0.104863,0.527895
3000,45.920000,12.900000,0.003101,0.100397,0.519505
3500,33.500000,12.760000,0.000000,0.094970,0.520085
4000,42.940000,12.140000,0.000000,0.108916,0.482012
4500,35.160000,12.000000,0.000000,0.109057,0.489280
5000,39.200000,11.820000,0.000000,0.093969,0.481039
