generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.840000,11.620000,0.240964,0.142974,0.416667
500,32.480000,13.880000,0.141210,0.108359,0.524549
1000,39.460000,13.460000,0.086181,0.109358,0.531034
1500,40.360000,13.120000,0.067073,0.104185,0.513238
2000,41.000000,12.880000,0.040373,0.098736,0.502480
2500,39.220000,12.160000,0.023026,0.097919,0.496847
3000,41.100000,12.060000,0.016584,0.103950,0.478046
3500,39.420000,12.520000,0.009585,0.105065,0.494155
4000,41.800000,12.400000,0.009677,0.106600,0.505125
4500,33.060000,12.660000,0.006319,0.093051,0.511431
5000,37.740000,12.240000,0.003268,0.087334,0.504803
