generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.400000,10.800000,0.222222,0.160643,0.394327
500,33.240000,12.420000,0.122383,0.117690,0.471244
1000,40.040000,12.560000,0.054140,0.102933,0.496247
1500,33.820000,12.840000,0.034268,0.107378,0.512096
2000,34.640000,12.060000,0.019900,0.104390,0.482432
2500,32.760000,12.040000,0.013289,0.110315,0.484612
3000,36.500000,12.600000,0.009524,0.095321,0.516646
3500,35.200000,12.280000,0.003257,0.080941,0.508430
4000,34.320000,12.600000,0.003175,0.100654,0.509536
4500,34.780000,12.920000,0.000000,0.098890,0.524775
5000,37.760000,12.100000,0.000000,0.091760,0.492656
