generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.120000,12.020000,0.259567,0.144591,0.425241
500,39.960000,13.140000,0.130898,0.101086,0.516993
1000,43.320000,13.200000,0.093939,0.108620,0.517288
1500,40.740000,12.860000,0.052877,0.104328,0.518559
2000,41.200000,13.100000,0.030534,0.094147,0.527263
2500,41.780000,12.620000,0.012678,0.092395,0.512342
3000,35.960000,12.740000,0.009419,0.096817,0.514781
3500,40.820000,12.820000,0.009360,0.081260,0.521894
4000,45.020000,11.900000,0.006723,0.108778,0.488894
4500,39.420000,11.900000,0.006723,0.101768,0.482973
5000,41.520000,12.160000,0.003289,0.102551,0.496642
