generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.980000,11.940000,0.224456,0.133378,0.439532
500,30.760000,12.420000,0.128824,0.121625,0.472628
1000,39.720000,12.740000,0.075353,0.109394,0.502844
1500,36.580000,12.440000,0.045016,0.110497,0.498416
2000,36.800000,12.960000,0.033951,0.079203,0.525365
2500,28.340000,13.600000,0.026471,0.098091,0.547893
3000,30.980000,12.300000,0.019512,0.106848,0.495534
3500,35.880000,12.380000,0.012924,0.105547,0.501117
4000,45.040000,11.860000,0.000000,0.096896,0.488810
4500,31.480000,12.580000,0.000000,0.103637,0.510741
5000,36.500000,12.580000,0.000000,0.094338,0.511143
