generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.040000,12.420000,0.260870,0.133143,0.442378
500,47.280000,13.200000,0.139394,0.120394,0.503947
1000,40.340000,12.360000,0.100324,0.103705,0.488838
1500,39.980000,12.440000,0.064309,0.102381,0.498914
2000,38.920000,12.300000,0.042276,0.095468,0.496383
2500,39.620000,11.920000,0.026846,0.108701,0.493496
3000,38.040000,12.280000,0.009772,0.086927,0.510179
3500,37.440000,11.840000,0.006757,0.113568,0.479313
4000,37.480000,12.000000,0.003333,0.109204,0.481150
4500,34.500000,11.760000,0.003401,0.112955,0.479113
5000,37.780000,11.920000,0.003356,0.104676,0.470237
