generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.860000,11.660000,0.260720,0.143587,0.411360
500,37.460000,12.740000,0.160126,0.113149,0.470952
1000,41.420000,12.580000,0.082671,0.102141,0.493220
1500,38.760000,13.060000,0.049005,0.105904,0.526719
2000,36.100000,12.820000,0.034321,0.094834,0.518946
2500,45.620000,12.300000,0.019512,0.104524,0.498320
3000,41.100000,12.620000,0.012678,0.099597,0.509961
3500,40.080000,12.260000,0.006525,0.101026,0.490954
4000,46.760000,11.800000,0.000000,0.110296,0.480088
4500,41.500000,12.140000,0.000000,0.105544,0.503624
5000,36.100000,11.660000,0.000000,0.114537,0.478656
