generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.220000,11.880000,0.279461,0.143282,0.421181
500,44.380000,12.260000,0.159869,0.123630,0.454414
1000,38.100000,12.540000,0.102073,0.111466,0.485129
1500,31.420000,13.020000,0.067588,0.101605,0.509482
2000,33.640000,12.700000,0.031496,0.101240,0.509812
2500,36.420000,12.240000,0.026144,0.103796,0.498644
3000,36.140000,11.840000,0.016892,0.109585,0.477784
3500,44.120000,12.480000,0.016026,0.086075,0.515901
4000,38.820000,12.520000,0.009585,0.075808,0.510521
4500,42.580000,12.800000,0.003125,0.089545,0.514838
5000,31.060000,12.380000,0.003231,0.106975,0.507711
