generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.540000,12.000000,0.253333,0.139072,0.425583
500,39.520000,13.000000,0.144615,0.115175,0.485440
1000,41.400000,12.420000,0.080515,0.120153,0.482943
1500,42.720000,12.340000,0.048622,0.106892,0.490994
2000,34.960000,12.380000,0.032310,0.106111,0.490478
2500,41.280000,12.420000,0.016103,0.095286,0.505248
3000,45.220000,12.440000,0.012862,0.111531,0.501815
3500,41.420000,11.760000,0.010204,0.112695,0.480107
4000,38.980000,11.940000,0.006700,0.104446,0.487007
4500,46.540000,12.020000,0.006656,0.107687,0.489539
5000,42.900000,12.000000,0.006667,0.072807,0.498551
