generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.940000,12.280000,0.218241,0.126391,0.455581
500,43.400000,12.880000,0.121118,0.121119,0.495961
1000,34.680000,12.540000,0.082935,0.111708,0.485896
1500,41.020000,12.300000,0.048780,0.105864,0.484917
2000,39.620000,13.360000,0.023952,0.091260,0.530672
2500,40.420000,12.980000,0.012327,0.093664,0.523634
3000,39.840000,12.280000,0.009772,0.101595,0.492756
3500,44.000000,12.580000,0.006359,0.086322,0.518624
4000,37.280000,12.080000,0.003311,0.107532,0.494142
4500,43.740000,12.120000,0.000000,0.085804,0.503795
5000,43.720000,12.300000,0.000000,0.101395,0.502919
