generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.880000,11.780000,0.258065,0.136632,0.407750
500,36.100000,12.520000,0.150160,0.117151,0.469278
1000,34.060000,12.500000,0.083200,0.110191,0.484818
1500,33.440000,12.000000,0.056667,0.124012,0.478117
2000,36.160000,12.340000,0.035656,0.105746,0.501036
2500,33.160000,11.800000,0.016949,0.111860,0.469291
3000,40.460000,12.160000,0.003289,0.111288,0.496274
3500,37.020000,12.220000,0.003273,0.102337,0.497111
4000,46.200000,12.540000,0.000000,0.096585,0.513217
4500,39.200000,12.880000,0.000000,0.089775,0.524132
5000,31.540000,12.520000,0.000000,0.086057,0.505803
