generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.320000,11.540000,0.211438,0.140055,0.416025
500,40.740000,11.840000,0.101351,0.116053,0.460426
1000,31.840000,13.040000,0.058282,0.101663,0.515500
1500,36.120000,11.980000,0.036728,0.101027,0.488429
2000,33.540000,12.580000,0.025437,0.098656,0.505823
2500,37.260000,12.340000,0.012966,0.106164,0.499489
3000,40.240000,12.080000,0.009934,0.099142,0.497045
3500,36.620000,11.800000,0.003390,0.093679,0.485142
4000,38.580000,12.100000,0.000000,0.103259,0.484406
4500,35.120000,12.840000,0.000000,0.087231,0.525051
5000,42.720000,12.760000,0.000000,0.092335,0.523476
