generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,43.660000,11.340000,0.236332,0.135173,0.409008
500,34.840000,12.940000,0.160742,0.117022,0.488563
1000,34.920000,12.820000,0.099844,0.109062,0.504286
1500,35.860000,12.660000,0.041074,0.101743,0.514342
2000,33.080000,12.940000,0.018547,0.090520,0.523514
2500,39.780000,12.660000,0.006319,0.080750,0.522845
3000,30.300000,11.760000,0.003401,0.095858,0.476025
3500,37.620000,12.180000,0.003284,0.085128,0.501308
4000,34.620000,12.520000,0.000000,0.099561,0.510839
4500,38.980000,12.160000,0.000000,0.102589,0.498438
5000,36.160000,12.320000,0.000000,0.108833,0.500269
