generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,44.860000,11.160000,0.215054,0.143239,0.402020
500,42.640000,12.860000,0.130638,0.115295,0.489425
1000,36.520000,13.000000,0.058462,0.107931,0.516592
1500,39.300000,12.600000,0.034921,0.105035,0.499265
2000,41.580000,12.600000,0.028571,0.109138,0.508741
2500,38.060000,12.700000,0.012598,0.084290,0.521739
3000,39.560000,12.140000,0.013180,0.091517,0.490653
3500,37.760000,12.060000,0.003317,0.102191,0.487685
4000,34.840000,12.480000,0.000000,0.099742,0.506920
4500,43.040000,12.380000,0.000000,0.104962,0.504333
5000,36.600000,12.240000,0.000000,0.102021,0.498470
