generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,33.880000,11.860000,0.252951,0.137135,0.417725
500,45.060000,12.880000,0.124224,0.117797,0.494947
1000,37.560000,12.520000,0.070288,0.105290,0.483864
1500,35.900000,12.320000,0.032468,0.103410,0.493844
2000,35.640000,12.140000,0.013180,0.104721,0.489080
2500,41.300000,12.540000,0.012759,0.095492,0.512723
3000,40.700000,12.280000,0.009772,0.106952,0.493744
3500,36.920000,11.820000,0.006768,0.100946,0.481002
4000,40.920000,12.240000,0.003268,0.098882,0.496024
4500,38.700000,11.400000,0.003509,0.102996,0.458448
5000,40.500000,11.540000,0.003466,0.116978,0.470957
