generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,38.020000,12.060000,0.248756,0.142278,0.436419
500,33.400000,13.100000,0.140458,0.119726,0.501751
1000,42.400000,13.020000,0.079877,0.110351,0.507850
1500,30.460000,12.380000,0.042003,0.104884,0.496028
2000,38.140000,12.560000,0.031847,0.103319,0.503669
2500,38.700000,12.480000,0.022436,0.098590,0.507183
3000,32.980000,12.380000,0.009693,0.104738,0.499865
3500,37.580000,11.780000,0.006791,0.106510,0.471840
4000,34.160000,11.900000,0.006723,0.110999,0.479781
4500,36.500000,11.980000,0.006678,0.091756,0.487366
5000,40.800000,12.100000,0.000000,0.078114,0.496308
