generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.860001,11.640000,0.243986,0.141482,0.417389
500,40.400002,12.620000,0.139461,0.118825,0.472710
1000,37.279999,12.720000,0.069182,0.109248,0.499660
1500,45.160000,12.580000,0.047695,0.097463,0.503817
2000,41.619999,12.700000,0.028346,0.106247,0.508358
2500,41.919998,12.280000,0.016287,0.092604,0.494560
3000,43.380001,12.160000,0.006579,0.095691,0.495578
3500,41.500000,12.260000,0.000000,0.108563,0.500442
4000,42.740002,11.780000,0.000000,0.106224,0.464977
4500,44.279999,11.500000,0.000000,0.112729,0.470765
5000,44.720001,12.220000,0.000000,0.098421,0.498155
