generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.840000,11.980000,0.250417,0.142901,0.429408
500,43.599998,12.940000,0.123648,0.115601,0.485802
1000,38.480000,13.060000,0.067381,0.109845,0.516197
1500,43.919998,12.400000,0.032258,0.097501,0.487335
2000,43.099998,12.260000,0.026101,0.112352,0.486623
2500,40.340000,12.160000,0.023026,0.107333,0.482337
3000,44.639999,12.440000,0.022508,0.098672,0.495057
3500,38.459999,12.620000,0.012678,0.100487,0.510713
4000,45.599998,12.880000,0.006211,0.094768,0.519722
4500,40.840000,12.980000,0.003082,0.100546,0.533447
5000,46.480000,12.520000,0.000000,0.103123,0.508763
