generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.540001,11.340000,0.268078,0.142143,0.390972
500,38.820000,12.660000,0.148499,0.116139,0.478913
1000,41.799999,12.400000,0.087097,0.117469,0.486784
1500,42.400002,12.700000,0.059843,0.108593,0.509112
2000,44.020000,12.780000,0.040689,0.099237,0.511623
2500,44.860001,13.140000,0.018265,0.088891,0.529135
3000,36.480000,12.800000,0.009375,0.091810,0.530139
3500,42.799999,12.880000,0.003106,0.106171,0.530161
4000,41.320000,12.400000,0.000000,0.098378,0.504933
4500,44.439999,12.240000,0.000000,0.087635,0.499458
5000,36.180000,12.620000,0.000000,0.098893,0.509904
