generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,41.599998,12.240000,0.245098,0.130882,0.428382
500,42.259998,13.560000,0.144543,0.117939,0.505752
1000,31.900000,13.200000,0.096970,0.106150,0.511789
1500,40.220001,12.580000,0.082671,0.104434,0.491679
2000,45.360001,12.060000,0.066335,0.115179,0.478795
2500,40.880001,12.280000,0.042345,0.107005,0.486882
3000,41.080002,11.860000,0.033727,0.112870,0.472004
3500,40.919998,11.960000,0.016722,0.119592,0.475835
4000,42.820000,12.140000,0.009885,0.100886,0.484340
4500,45.480000,12.180000,0.009852,0.098618,0.502289
5000,41.799999,12.380000,0.006462,0.107230,0.510222
