generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.660000,12.040000,0.249169,0.139407,0.427152
500,39.619999,13.100000,0.140458,0.121230,0.495726
1000,41.740002,12.580000,0.076312,0.107443,0.493983
1500,41.660000,12.800000,0.031250,0.100990,0.514925
2000,43.439999,12.720000,0.025157,0.101211,0.506911
2500,38.139999,11.860000,0.010118,0.114274,0.477657
3000,42.459999,11.820000,0.010152,0.109684,0.466573
3500,34.480000,11.640000,0.006873,0.108274,0.474534
4000,38.040001,12.200000,0.003279,0.099442,0.496589
4500,40.860001,12.000000,0.003333,0.105343,0.484284
5000,39.020000,12.840000,0.003115,0.098270,0.518539
