generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,45.200001,11.840000,0.195946,0.138438,0.440345
500,37.840000,12.620000,0.104596,0.118760,0.492829
1000,37.439999,12.680000,0.072555,0.117672,0.498734
1500,40.759998,13.200000,0.045455,0.099044,0.523335
2000,41.580002,13.640000,0.038123,0.090967,0.539125
2500,42.860001,13.220000,0.027231,0.105598,0.535528
3000,40.900002,12.560000,0.015924,0.094044,0.509807
3500,39.240002,12.320000,0.016234,0.105049,0.501024
4000,39.040001,12.260000,0.013051,0.103432,0.492839
4500,40.279999,11.780000,0.010187,0.110897,0.476654
5000,38.680000,12.320000,0.006494,0.099826,0.491113
