generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.860001,11.260000,0.206039,0.140899,0.418800
500,39.119999,12.000000,0.106667,0.123729,0.463613
1000,44.160000,12.560000,0.057325,0.109594,0.495434
1500,44.700001,12.240000,0.019608,0.105575,0.499479
2000,36.060001,11.980000,0.013356,0.106183,0.493706
2500,38.599998,12.440000,0.003215,0.113800,0.500000
3000,44.779999,12.220000,0.000000,0.082773,0.499353
3500,48.599998,12.220000,0.000000,0.095423,0.497571
4000,35.740002,12.680000,0.000000,0.092088,0.527920
4500,42.439999,12.780000,0.000000,0.089655,0.510830
5000,47.000000,12.120000,0.000000,0.099458,0.493616
