generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,39.680000,11.400000,0.224561,0.141830,0.411281
500,38.119999,12.600000,0.107937,0.113025,0.479499
1000,42.419998,13.060000,0.058193,0.087325,0.521747
1500,41.360001,12.820000,0.031201,0.099145,0.516470
2000,43.160000,13.180000,0.021244,0.099342,0.530302
2500,43.160000,12.860000,0.015552,0.093807,0.518876
3000,39.900002,12.780000,0.006260,0.094710,0.517912
3500,37.279999,12.540000,0.000000,0.107589,0.516280
4000,40.080002,11.800000,0.000000,0.118421,0.486171
4500,41.560001,11.760000,0.000000,0.106763,0.482048
5000,40.619999,12.100000,0.000000,0.100631,0.491370
