generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.560001,12.200000,0.232787,0.136428,0.430852
500,38.560001,13.460000,0.145617,0.115210,0.512363
1000,37.619999,13.140000,0.088280,0.109217,0.516774
1500,43.360001,12.740000,0.062794,0.110934,0.504861
2000,34.520000,13.020000,0.033794,0.099390,0.517189
2500,36.299999,13.000000,0.021538,0.100960,0.520503
3000,41.380001,11.900000,0.023529,0.115975,0.480418
3500,37.080002,12.020000,0.013311,0.115012,0.492209
4000,38.220001,12.600000,0.003175,0.096678,0.510428
4500,39.220001,12.400000,0.003226,0.091268,0.500666
5000,38.380001,12.600000,0.000000,0.086725,0.522665
