generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,35.099998,11.040000,0.217391,0.152733,0.406048
500,42.520000,12.020000,0.113145,0.127934,0.466237
1000,45.639999,13.040000,0.055215,0.095454,0.509265
1500,41.060001,12.600000,0.044444,0.105242,0.494931
2000,36.500000,12.300000,0.016260,0.106614,0.498391
2500,39.180000,12.600000,0.012698,0.109505,0.519577
3000,40.820000,12.480000,0.003205,0.106178,0.506145
3500,39.779999,12.060000,0.003317,0.113479,0.491817
4000,34.759998,12.000000,0.003333,0.103779,0.486510
4500,46.660000,12.080000,0.003311,0.108486,0.492242
5000,38.580002,12.360000,0.000000,0.099796,0.503480
