generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.259998,11.240000,0.188612,0.135955,0.412015
500,42.820000,12.860000,0.124417,0.113631,0.500314
1000,46.860001,13.040000,0.061350,0.111764,0.516189
1500,43.279999,12.300000,0.032520,0.098628,0.495652
2000,39.240002,12.420000,0.019324,0.099127,0.498681
2500,41.639999,12.240000,0.009804,0.108384,0.499794
3000,41.060001,12.520000,0.006390,0.092959,0.511821
3500,38.360001,12.320000,0.003247,0.071989,0.514011
4000,43.439999,12.580000,0.003180,0.099973,0.512309
4500,36.080002,12.320000,0.003247,0.101626,0.499155
5000,45.860001,12.700000,0.003150,0.096516,0.526495
