generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,42.840000,11.760000,0.197279,0.133840,0.429739
500,38.820000,13.000000,0.098462,0.114297,0.498959
1000,38.500000,13.380000,0.068759,0.096156,0.526190
1500,37.040001,12.960000,0.040123,0.099503,0.518044
2000,45.439999,12.380000,0.025848,0.099375,0.497741
2500,42.240002,12.800000,0.012500,0.091492,0.521928
3000,42.099998,12.320000,0.012987,0.097681,0.495486
3500,32.919998,12.060000,0.009950,0.096649,0.487190
4000,42.500000,12.080000,0.009934,0.102505,0.485637
4500,42.779999,12.160000,0.006579,0.110431,0.496767
5000,35.439999,12.060000,0.003317,0.097551,0.485559
