generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,34.540001,11.200000,0.228571,0.147103,0.405296
500,42.799999,12.160000,0.125000,0.122356,0.470801
1000,42.099998,12.820000,0.081123,0.111233,0.502941
1500,38.860001,12.660000,0.053712,0.097057,0.511633
2000,43.720001,12.560000,0.031847,0.107696,0.500369
2500,36.099998,12.180000,0.016420,0.107335,0.503927
3000,37.959999,12.520000,0.012780,0.104710,0.501356
3500,33.939999,12.660000,0.009479,0.093252,0.508209
4000,34.439999,11.960000,0.010033,0.102246,0.497714
4500,43.480000,12.300000,0.006504,0.110699,0.498458
5000,41.419998,12.160000,0.000000,0.093478,0.498761
