generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,36.020000,12.140000,0.230643,0.136585,0.427921
500,39.259998,13.200000,0.115152,0.114953,0.495268
1000,42.480000,12.780000,0.062598,0.083710,0.504314
1500,41.480000,12.360000,0.029126,0.103159,0.496832
2000,39.060001,12.360000,0.016181,0.103242,0.498161
2500,37.700001,12.060000,0.013267,0.106533,0.494228
3000,37.439999,12.420000,0.006441,0.094903,0.508407
3500,41.080002,11.760000,0.003401,0.106482,0.481410
4000,42.139999,12.160000,0.003289,0.097777,0.500379
4500,39.419998,11.460000,0.003490,0.111551,0.478655
5000,38.660000,12.420000,0.000000,0.100901,0.493570
