generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,37.380001,11.060000,0.202532,0.154008,0.408335
500,42.160000,12.720000,0.100629,0.115376,0.496886
1000,33.180000,12.920000,0.052632,0.101615,0.513112
1500,37.860001,12.520000,0.038339,0.102434,0.493720
2000,35.480000,12.420000,0.016103,0.095046,0.510835
2500,36.520000,12.980000,0.006163,0.102924,0.526898
3000,37.200001,12.420000,0.003221,0.091545,0.505680
3500,40.180000,12.960000,0.000000,0.097874,0.529078
4000,41.560001,12.840000,0.000000,0.084648,0.528200
4500,44.320000,13.280000,0.000000,0.079476,0.545707
5000,43.439999,12.560000,0.000000,0.100583,0.512498
