generation,avg_utility,avg_degrees,reciprocity,spinglass_modularity,cluster_coeff
0,40.759998,12.020000,0.256240,0.137998,0.426012
500,34.759998,13.320000,0.144144,0.113148,0.498124
1000,36.080002,13.060000,0.088821,0.106805,0.503910
1500,35.040001,13.040000,0.061350,0.102956,0.513612
2000,38.500000,12.480000,0.044872,0.110691,0.502532
2500,44.459999,11.680000,0.013699,0.110947,0.477914
3000,42.060001,12.320000,0.012987,0.090149,0.505897
3500,39.380001,12.320000,0.006494,0.102493,0.507065
4000,40.119999,12.060000,0.003317,0.076973,0.499756
4500,39.080002,12.100000,0.003306,0.089350,0.487699
5000,39.639999,11.920000,0.000000,0.123671,0.487265
